"","year","quarter","impact","recession","total","federal","state_local","consumption","projection"
"19","2004","Q2",0.298536993957445,0,-0.11974409124719,-0.236861163178187,-0.0801842342200342,0.197301306151031,0
"20","2004","Q3",0.0350439965278487,0,-0.465491269964952,-0.0943422242599412,-0.297222356592076,-0.0739266891129345,0
"21","2004","Q4",-0.293725787875409,0,-0.666732001363387,-0.354228921005131,-0.23154695823664,-0.0809561221216163,0
"22","2005","Q1",-0.472011491270319,0,-0.636078602505747,0.143331327822068,-0.279821585781514,-0.499588344546301,0
"23","2005","Q2",-0.706834403490451,0,-1.05903574012772,-0.313336521917671,-0.23330335242912,-0.51239586578093,0
"24","2005","Q3",-0.781294681212987,0,-0.763332380855093,-0.41764964523103,0.185558782123275,-0.531241517747338,0
"25","2005","Q4",-0.831735855531027,0,-0.868496698635548,-0.303582897007844,-0.103476711183828,-0.461437090443876,0
"26","2006","Q1",-0.694976584170239,0,-0.0890415170625972,0.405178628098279,0.114242117040192,-0.608462262201068,0
"27","2006","Q2",-0.710574731551559,0,-1.121428329653,-0.573129633909065,0.115830378088419,-0.664129073832354,0
"28","2006","Q3",-0.720321540919547,0,-0.802319618327045,-0.440385485846184,-0.082852069115847,-0.279082063365014,0
"29","2006","Q4",-0.514610689303931,0,-0.0456532921730833,-0.288405445116222,0.531667825926277,-0.288915672983138,0
"30","2007","Q1",-0.64086111999153,0,-0.594043239812994,0.0803240635420981,-0.337120534258945,-0.337246769096147,0
"31","2007","Q2",-0.34815182706187,0,0.0494088420656412,0.326178894870195,0.00184290302905782,-0.278612955833612,0
"32","2007","Q3",-0.164540333246296,0,-0.0678736430647518,-0.0739865112322384,0.0539068886593698,-0.0477940204918831,0
"33","2007","Q4",-0.0798752938560519,1,0.293006865387895,0.0810270262494392,0.161170209086087,0.0508096300523684,0
"34","2008","Q1",0.0548842769891318,1,-0.0550049564322589,0.314116753371319,-0.497735363728624,0.128613653925046,0
"35","2008","Q2",0.693620878945405,1,2.60435524989073,0.516860270145221,-0.18326259628069,2.2707575760262,0
"36","2008","Q3",1.06395788268777,1,1.41347437190471,-0.0647397296378064,0.371325005457943,1.10688909608458,0
"37","2008","Q4",1.39889044505303,1,1.63273711484893,0.68934753914881,-0.471655748948401,1.41504532464852,0
"38","2009","Q1",2.29567798826701,1,3.53214521642366,1.59413983756795,-0.977223358242039,2.91522873709774,0
"39","2009","Q2",2.36057690052222,1,2.86395089891158,2.07754394588788,-1.14084806810485,1.92725502112855,0
"40","2009","Q3",2.69208918425114,0,2.73952350682038,0.0336059480768236,-0.0582292860422512,2.76414684478581,0
"41","2009","Q4",2.84782510337209,0,2.25568079133272,0.484597998834778,-0.569996327167764,2.34107911966571,0
"42","2010","Q1",2.33848556543823,0,1.49478706468824,0.658066610565363,-1.23155751788462,2.0682779720075,0
"43","2010","Q2",1.92175846640345,0,1.19704250277243,0.362935741818144,-0.319024971483093,1.15313173243738,0
"44","2010","Q3",1.28472601198662,0,0.191393689153098,0.321728110319414,-1.16386924435283,1.03353482318651,0
"45","2010","Q4",0.777818093416688,0,0.228049117052979,-0.430117982913642,-0.364541746310354,1.02270884627698,0
"46","2011","Q1",0.0452326796538127,0,-1.43555459036326,-1.29059218563302,-0.00931967389266142,-0.135642730837572,0
"47","2011","Q2",-0.583287090032516,0,-1.31703657597288,-0.4342612224775,-0.413589425440959,-0.469185928054425,0
"48","2011","Q3",-1.17206274291446,0,-2.16370892237468,-2.48204841404319,1.02044724880664,-0.702107757138133,0
"49","2011","Q4",-1.50037448603506,0,-1.08519785542942,-0.171791682174083,-0.179195241012612,-0.73421093224272,0
"50","2012","Q1",-1.50578414591236,0,-1.45719322987247,-0.318020728425763,-0.328926406131207,-0.810246095315501,0
"51","2012","Q2",-1.49741544846847,0,-1.28356178619731,-0.2555011342392,-0.455113063631259,-0.572947588326852,0
"52","2012","Q3",-1.17096606299284,0,-0.857911380472151,-0.427125549430837,0.00111977395404861,-0.431905604995363,0
"53","2012","Q4",-1.29118692832124,0,-1.56608131674303,-0.778377545440972,-0.291450483110145,-0.496253288191915,0
"54","2013","Q1",-1.37274297225363,0,-1.78341740560202,-1.17950511008235,0.181251187321494,-0.785163482841166,0
"55","2013","Q2",-1.37580903132073,0,-1.29582602246572,-0.106022378432161,-0.337764907027653,-0.852038737005907,0
"56","2013","Q3",-1.44955413032292,0,-1.15289177648093,-0.733991344759654,0.0178890042705004,-0.436789435991772,0
"57","2013","Q4",-1.40407236900982,0,-1.38415427149064,-0.961058863203494,0.0591773710695219,-0.482272779356663,0
"58","2014","Q1",-1.28249995093361,0,-1.29712773329714,0.167351111375762,-0.789002449674907,-0.675476394997996,0
"59","2014","Q2",-1.14610555730681,0,-0.750248447958523,0.234557291075772,-0.457474787614967,-0.527330951419328,0
"60","2014","Q3",-0.90097084375894,0,-0.172352922289463,0.528439623706557,-0.355624983953918,-0.345167562042102,0
"61","2014","Q4",-0.69030706469534,0,-0.541499155236234,-0.799821832642357,0.451912524828158,-0.193589847422035,0
"62","2015","Q1",-0.347222126837166,0,0.0752120181355526,0.463859875665517,-0.407088227928065,0.0184403703980999,0
"63","2015","Q2",-0.0879874110036266,0,0.286690415375636,-0.132243770043733,0.430515987169001,-0.0115818017496328,0
"64","2015","Q3",-0.0362421565397785,0,0.0346280955659295,-0.0913715320088663,0.106875610971546,0.0191240166032502,0
"65","2015","Q4",0.0738373411897327,0,-0.101181164318189,0.418997584159001,-0.462417759519922,-0.0577609889572681,0
"66","2016","Q1",0.134510809650927,0,0.317905891980329,-0.129477626271853,0.481827084188902,-0.0344435659367205,0
"67","2016","Q2",-0.0557892606587534,0,-0.474509865863085,-0.177102244514351,-0.223784841700458,-0.0736227796482757,0
"68","2016","Q3",-0.0875836389754572,0,-0.0925494177008853,0.160581334998921,-0.114605026010771,-0.138525726689035,0
"69","2016","Q4",-0.112125802850652,0,-0.199349819818969,-0.0114499379029905,-0.0830578885923997,-0.104841993323579,0
"70","2017","Q1",-0.244242698360564,0,-0.210561690059319,-0.63949609578941,0.366240447928619,0.0626939578014723,0
"71","2017","Q2",-0.10674867265307,0,0.0754662369668908,-0.40043412177259,0.387672079829092,0.0882282789103888,0
"72","2017","Q3",-0.140824726672544,0,-0.228853633778781,0.0199684334086233,-0.275600061574986,0.0267779943875816,0
"73","2017","Q4",-0.0811218478370564,0,0.0394616955229825,0.214344742216743,-0.0177122639671267,-0.157170782726634,0
"74","2018","Q1",-0.0238762625218278,0,0.018420651201595,-0.00940664818113655,-0.0420751575874036,0.0699024569701351,0
"75","2018","Q2",0.0640903360647746,0,0.4273326313133,-0.148783013734702,0.338554839926804,0.237560805121198,0
"76","2018","Q3",0.162628328928366,0,0.165298337675586,0.187337433606169,-0.0696488486871838,0.0476097527566009,0
"77","2018","Q4",0.0457422861178742,0,-0.428082475718986,-0.166406556291452,-0.312853380093319,0.0511774606657849,0
"78","2019","Q1",0.0939889310781572,0,0.211407231042727,0.150574343315548,-0.0417840694794522,0.102616957206632,0
"79","2019","Q2",0.140646778755848,0,0.613964022024062,0.628639214923344,-0.0899672234966363,0.0752920305973536,0
"80","2019","Q3",0.199352222317471,0,0.400120111922079,0.0959288315415185,-0.0433760611322133,0.347567341512774,0
"81","2019","Q4",0.426774864814926,1,0.481608094270836,0.127017370433156,-0.0300027044140283,0.384593428251708,0
"82","2020","Q1",0.395189972468883,1,0.0850676616585526,0.0992577810769008,-0.195272563872947,0.181082444454599,0
"83","2020","Q2",3.81414336315427,1,14.2897775847656,-5.51744770526355,5.63089391030197,14.1763313797272,0
"84","2020","Q3",4.61592306458503,1,3.60723891764511,-0.494578572511647,-0.743111654644468,4.84492914480122,0
"85","2020","Q4",3.97475708807877,0,-2.08305581175421,9.73511035333889,-8.9956896863443,-2.82247647874879,1
"86","2021","Q1",5.9565474935465,0,8.01222928352948,2.26462074132079,0.467504300224153,5.28010424198454,1
"87","2021","Q2",1.70961158562418,0,-2.69796604692367,-0.444304090577581,0.625635970968585,-2.87929792731468,1
"88","2021","Q3",-0.527010479280138,0,-5.33924934197215,-0.629539952741763,-0.0654045541630182,-4.64430483506737,1
"89","2021","Q4",-0.455332584646848,0,-1.79634423322105,-0.365789555415146,0.353023516939268,-1.78357819474517,1
"90","2022","Q1",-2.98202993527857,0,-2.09456011899743,-0.900152357006008,0.351438957703106,-1.54584671969453,1
"91","2022","Q2",-2.81480912273515,0,-2.02908279674996,-0.260744086908758,0.189709581607862,-1.95804829144906,1
"92","2022","Q3",-1.64800956815873,0,-0.672051123666475,-0.237095353801723,0.124402940200874,-0.559358710065626,1
"93","2022","Q4",-1.24532761490288,0,-0.185616420197639,-0.26765081320705,0.0659546466031014,0.0160797464063098,1
"94","2023","Q1",-0.99456502380408,0,-1.09150975460225,-0.234213025754885,0.0406196672237369,-0.897916396071102,1
"95","2023","Q2",-0.774096304336986,0,-1.14720791888158,-0.00817091550997008,-0.17448073409263,-0.964556269278981,1
"96","2023","Q3",-0.8425373215073,0,-0.945815192347734,-0.269808605890151,0.0935610305286384,-0.769567616986222,1
"97","2023","Q4",-0.921740878927799,0,-0.502430649879632,-0.0839344388098512,-0.0969519020989223,-0.321544308970859,1
"98","2024","Q1",-1.09683579840388,0,-1.79188943250656,-0.0509317248725828,-1.06910483945744,-0.671852868176537,1
"99","2024","Q2",-1.01996089350796,0,-0.839708299297897,-0.0468485642617009,-0.0912652429417962,-0.7015944920944,1
"100","2024","Q3",-0.906395123560795,0,-0.491552112559092,-0.0512956288013028,-0.0703631033649122,-0.369893380392877,1
"101","2024","Q4",-0.851649081643681,0,-0.283446482211176,-0.0550396825305368,-0.0661663859078631,-0.162240413772777,1
"102","2025","Q1",-0.42351570385658,0,-0.0793559213581595,-0.0221717971030048,-0.0857807504173123,0.0285966261621576,1
"103","2025","Q2",-0.197781286986399,0,0.0632293681828292,-0.0591685425359476,-0.0613667210741335,0.18376463179291,1
"104","2025","Q3",-0.0107952875952121,0,0.256391885005655,-0.0608485435277888,-0.0500176528593518,0.367258081392795,1
"105","2025","Q4",0.0921541025323892,0,0.128351078299229,-0.0620767991070387,-0.0412996614749806,0.231727538881248,1
"106","2026","Q1",0.225338008765864,0,0.45337970357574,-0.729793566081383,0.637567592192122,0.545605677465001,1
"107","2026","Q2",0.200056571839199,0,-0.0378963795238317,-0.0558603538729134,-0.0341066299447315,0.0520706042938132,1
"108","2026","Q3",0.08479485785139,0,-0.20465497094558,-0.0257728076777513,-0.0428687244228668,-0.136013438844962,1
"109","2026","Q4",-0.0328728565586879,0,-0.342319779341083,-0.0593587078902085,-0.0293726457332482,-0.253588425717626,1
"110","2027","Q1",-0.0349412954155184,0,0.445105948148418,-0.0598458162525843,-0.0369822143970756,0.541933978798078,1
"111","2027","Q2",0.0835903457294565,0,0.436230185056068,-0.0295083031672856,-0.0453782676360779,0.511116755859431,1
"112","2027","Q3",0.221031005856133,0,0.345107669561124,-0.0611832177682775,-0.04094855586176,0.447239443191161,1
"113","2027","Q4",0.423099111471508,0,0.465952643120418,-0.0303102353998757,-0.0529575325680284,0.549220411088322,1
"114","2028","Q1",0.437352494563024,0,0.502119480514483,-0.0633311128371935,-0.0374040909948556,0.602854684346532,1
"115","2028","Q2",0.494894329960793,0,0.666397526647144,-0.0332126673633507,-0.0566989870392011,0.756309181049696,1
"116","2028","Q3",0.601943682442514,0,0.773305079488009,-0.0341797479004674,-0.0604878122205505,0.867972639609027,1
"117","2028","Q4",0.589163076206984,0,0.414830218178298,-0.0633298069903979,-0.054031434815406,0.532191459984102,1
"118","2029","Q1",0.36648419174623,0,-0.388596057328534,-0.035617446280685,-0.0678128480001447,-0.285165763047704,1
"119","2029","Q2",0.043194596811981,0,-0.626760853089853,-0.0666082105580615,-0.0589783193312847,-0.501174323200507,1
"120","2029","Q3",-0.34398504544727,0,-0.775413489548997,-0.0374706387779576,-0.0765853000109042,-0.661357550760135,1
"121","2029","Q4",-0.531962877715818,0,-0.33708111089589,-0.0389373789876105,-0.0781291189415826,-0.220014612966697,1
"122","2030","Q1",-0.437226560611009,0,-0.009650788909299,-0.0676685557477785,-0.0661387820518505,0.12415654889033,1
"123","2030","Q2",-0.21783621153552,0,0.250800543212103,-0.0411476250661839,-0.0852379438016513,0.377186112079939,1
"124","2030","Q3",0.083494244988126,0,0.429908336545586,-0.0396171959541641,-0.0848877845486134,0.554413317048363,1
