date,fim_bars,fim_bars_ma,state_local_cont,federal_cont,taxes_transfers_cont,recession,state_health_outlays,state_social_benefits,state_noncorp_taxes,state_corporate_taxes,federal_health_outlays,federal_social_benefits,federal_noncorp_taxes,federal_corporate_taxes,health_outlays,social_benefits,noncorp_taxes,corporate_taxes,federal_nom,federal_cgrants,federal_igrants,pi_federal,state_local_nom,pi_state_local,pi_state_local_c,pi_state_local_i,gdp,gdppot,gdppoth,pi_gdp,pce,pi_pce,federal_cgrants_cont,federal_igrants_cont,federal_cont_0,state_local_cont_0,purchases_cont,health_outlays_net,social_benefits_net,noncorp_taxes_net,corporate_taxes_net,state_health_outlays_net,state_social_benefits_net,state_noncorp_taxes_net,state_corporate_taxes_net,federal_health_outlays_net,federal_social_benefits_net,federal_noncorp_taxes_net,federal_corporate_taxes_net,health_outlays_net_xmpc,state_health_outlays_net_xmpc,federal_health_outlays_net_xmpc,social_benefits_net_xmpc,state_social_benefits_net_xmpc,federal_social_benefits_net_xmpc,noncorp_taxes_net_xmpc,state_noncorp_taxes_net_xmpc,federal_noncorp_taxes_net_xmpc,corporate_taxes_net_xmpc,state_corporate_taxes_net_xmpc,federal_corporate_taxes_net_xmpc,transfers_net_taxes,state_transfers_net_taxes,federal_transfers_net_taxes,state_taxes_transfers_cont,federal_taxes_transfers_cont,health_cont,social_benefits_cont,noncorp_cont,corporate_cont
9/30/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.32,0.01,0.01,0.01,0.12,0.00,0.08,0.10,0.21,0.01,0.02,0.00,0.02,0.02,0.00,0.02,-0.02,-0.01,-0.01,0.00,0.00,0.00,0.02,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00
12/31/2019,0.13,0.03,0.28,-0.12,-0.03,NA,-1.31,0.39,-15.73,-1.47,-5.91,-6.95,4.17,-1.68,-7.22,-6.56,-11.66,-3.14,0.66,-6.20,-1.40,0.00,5.56,0.00,0.00,-0.01,-35.04,0.00,0.00,0.00,-40.02,0.00,-0.12,-0.02,0.01,0.14,0.16,-5.03,-4.03,-3.96,-2.85,-1.00,0.61,-12.97,-1.37,-4.03,-4.63,9.11,-1.48,-1.10,-0.22,-0.88,-0.87,0.14,-1.01,0.46,1.55,-1.10,0.09,0.05,0.05,-1.41,1.52,-2.94,0.03,-0.05,-0.02,-0.02,0.01,0.00
3/31/2020,-0.61,-0.12,0.44,-1.01,-0.04,NA,-1.63,2.28,-18.13,-1.56,-5.55,-11.87,8.77,0.91,-7.17,-9.59,-9.36,-0.65,-32.95,-25.46,-3.70,0.00,8.32,0.00,0.00,0.00,-61.72,0.00,0.00,0.00,-35.39,0.00,-0.35,-0.04,-0.61,0.05,-0.56,0.03,-3.07,2.10,2.51,-0.32,1.88,-2.34,-0.08,0.35,-4.94,4.35,2.60,-1.09,-0.29,-0.80,-1.55,0.56,-2.12,0.23,1.84,-1.61,0.01,0.05,-0.04,-2.41,2.16,-4.56,0.04,-0.08,-0.02,-0.03,0.00,0.00
6/30/2020,-0.37,-0.21,0.19,-0.50,-0.06,NA,-1.95,3.70,-18.18,-1.57,-5.18,-14.05,13.37,3.50,-7.13,-10.36,-4.81,1.92,-52.55,-33.06,-4.66,0.00,9.65,0.00,0.00,0.00,-60.87,0.00,0.00,0.00,-18.31,0.00,-0.13,-0.02,-0.35,0.04,-0.31,-1.33,-2.34,-0.43,2.37,-0.50,1.25,-1.67,-0.06,-0.82,-3.59,1.25,2.43,-1.40,-0.41,-1.00,-2.10,0.84,-2.94,0.04,1.26,-1.22,-0.07,0.05,-0.12,-3.53,1.75,-5.27,0.03,-0.10,-0.03,-0.04,0.00,0.00
9/30/2020,-0.15,-0.25,0.05,-0.13,-0.07,NA,-2.27,5.25,-19.47,-1.63,-4.82,-14.92,17.97,6.08,-7.08,-9.67,-1.50,4.46,-58.66,-35.00,-4.97,0.00,11.39,0.00,0.00,0.00,-74.65,0.00,0.00,0.00,-21.93,0.00,-0.03,0.00,-0.10,0.01,-0.08,0.54,1.27,4.81,2.57,-0.24,1.55,-0.58,-0.02,0.78,-0.28,5.40,2.59,-1.30,-0.46,-0.84,-1.84,1.19,-3.02,-0.43,1.18,-1.62,-0.15,0.05,-0.20,-3.73,1.96,-5.69,0.04,-0.10,-0.02,-0.03,-0.01,0.00
12/31/2020,-0.02,-0.29,0.03,-0.01,-0.03,NA,-2.11,5.17,-20.69,-1.68,-3.59,-14.94,21.57,6.10,-5.71,-9.77,0.88,4.42,-59.25,-35.73,-5.02,0.00,12.72,0.00,0.00,0.00,-87.60,0.00,0.00,0.00,-27.32,0.00,-0.01,0.00,-0.01,0.02,0.01,1.86,0.47,3.82,-0.02,0.23,-0.09,-0.51,-0.02,1.63,0.56,4.33,0.00,0.25,-0.19,0.43,-0.82,1.03,-1.86,-0.93,1.14,-2.07,-0.15,0.05,-0.20,-1.66,2.04,-3.70,0.04,-0.07,0.00,-0.01,-0.02,0.00
3/31/2021,0.02,-0.13,0.02,0.01,-0.01,NA,-1.96,5.36,-21.76,-1.73,-2.37,-14.61,25.17,6.12,-4.33,-9.25,3.41,4.39,-59.72,-36.42,-5.06,0.00,14.87,0.00,0.00,0.00,-98.77,0.00,0.00,0.00,-38.31,0.00,-0.01,0.00,0.02,0.01,0.03,1.48,0.68,2.68,-0.07,0.18,0.14,-0.80,-0.03,1.30,0.54,3.48,-0.04,0.57,-0.07,0.65,0.02,0.64,-0.62,-0.97,1.20,-2.16,-0.15,0.05,-0.20,-0.52,1.82,-2.34,0.03,-0.04,0.01,0.00,-0.02,0.00
6/30/2021,0.01,-0.03,0.05,-0.04,0.01,NA,-1.80,5.11,-22.80,-1.78,-1.14,-15.83,28.77,6.13,-2.95,-10.72,5.97,4.36,-61.51,-37.65,-5.17,0.00,15.70,0.00,0.00,0.00,-109.53,0.00,0.00,0.00,-51.13,0.00,-0.01,0.00,-0.03,0.04,0.01,1.37,-1.44,2.36,-0.08,0.17,-0.31,-0.87,-0.03,1.21,-1.13,3.23,-0.05,1.18,0.08,1.11,0.22,0.29,-0.07,-1.00,1.28,-2.28,-0.15,0.05,-0.20,0.25,1.70,-1.45,0.03,-0.02,0.02,0.00,-0.02,0.00
9/30/2021,0.01,0.01,0.02,-0.01,-0.01,NA,-1.65,5.10,-23.25,-1.80,0.08,-17.28,32.37,6.15,-1.57,-12.18,9.12,4.35,-61.85,-38.28,-5.21,0.00,17.23,0.00,0.00,0.00,-113.38,0.00,0.00,0.00,-53.85,0.00,0.00,0.00,0.00,0.02,0.01,1.21,-1.58,2.41,-0.08,0.15,-0.08,-0.46,-0.02,1.06,-1.50,2.87,-0.07,1.33,0.16,1.17,-0.42,-0.08,-0.34,-1.11,1.29,-2.41,-0.15,0.05,-0.20,-0.34,1.43,-1.78,0.02,-0.03,0.02,-0.01,-0.02,0.00
12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
